-32.764,43.200,6.600
-32.764,43.168,7.101
-32.764,43.072,7.594
-32.764,42.914,8.070
-32.764,42.696,8.522
-32.764,42.422,8.943
-32.764,42.097,9.325
-32.764,41.725,9.662
-32.764,41.314,9.950
-32.764,40.869,10.182
-32.764,40.397,10.355
-32.764,39.908,10.467
-32.764,39.409,10.515
-32.764,38.907,10.499
-32.764,38.411,10.419
-32.764,37.930,10.276
-32.764,37.471,10.073
-32.764,37.042,9.813
-32.764,36.650,9.500
-32.764,36.300,9.139
-32.764,36.000,8.737
-32.764,35.754,8.300
-32.764,35.566,7.834
-32.764,35.438,7.349
-32.764,35.374,6.851
-32.764,35.374,6.349
-32.764,35.438,5.851
-32.764,35.566,5.366
-32.764,35.754,4.900
-32.764,36.000,4.463
-32.764,36.300,4.061
-32.764,36.650,3.700
-32.764,37.042,3.387
-32.764,37.471,3.127
-32.764,37.930,2.924
-32.764,38.411,2.781
-32.764,38.907,2.701
-32.764,39.409,2.685
-32.764,39.908,2.733
-32.764,40.397,2.845
-32.764,40.869,3.018
-32.764,41.314,3.250
-32.764,41.725,3.538
-32.764,42.097,3.875
-32.764,42.422,4.257
-32.764,42.696,4.678
-32.764,42.914,5.130
-32.764,43.072,5.606
-32.764,43.168,6.099
-32.264,43.200,6.600
-32.264,43.168,7.101
-32.264,43.072,7.594
-32.264,42.914,8.070
-32.264,42.696,8.522
-32.264,42.422,8.943
-32.264,42.097,9.325
-32.264,41.725,9.662
-32.264,41.314,9.950
-32.264,40.869,10.182
-32.264,40.397,10.355
-32.264,39.908,10.467
-32.264,39.409,10.515
-32.264,38.907,10.499
-32.264,38.411,10.419
-32.264,37.930,10.276
-32.264,37.471,10.073
-32.264,37.042,9.813
-32.264,36.650,9.500
-32.264,36.300,9.139
-32.264,36.000,8.737
-32.264,35.754,8.300
-32.264,35.566,7.834
-32.264,35.438,7.349
-32.264,35.374,6.851
-32.264,35.374,6.349
-32.264,35.438,5.851
-32.264,35.566,5.366
-32.264,35.754,4.900
-32.264,36.000,4.463
-32.264,36.300,4.061
-32.264,36.650,3.700
-32.264,37.042,3.387
-32.264,37.471,3.127
-32.264,37.930,2.924
-32.264,38.411,2.781
-32.264,38.907,2.701
-32.264,39.409,2.685
-32.264,39.908,2.733
-32.264,40.397,2.845
-32.264,40.869,3.018
-32.264,41.314,3.250
-32.264,41.725,3.538
-32.264,42.097,3.875
-32.264,42.422,4.257
-32.264,42.696,4.678
-32.264,42.914,5.130
-32.264,43.072,5.606
-32.264,43.168,6.099
-31.764,43.200,6.600
-31.764,43.168,7.101
-31.764,43.072,7.594
-31.764,42.914,8.070
-31.764,42.696,8.522
-31.764,42.422,8.943
-31.764,42.097,9.325
-31.764,41.725,9.662
-31.764,41.314,9.950
-31.764,40.869,10.182
-31.764,40.397,10.355
-31.764,39.908,10.467
-31.764,39.409,10.515
-31.764,38.907,10.499
-31.764,38.411,10.419
-31.764,37.930,10.276
-31.764,37.471,10.073
-31.764,37.042,9.813
-31.764,36.650,9.500
-31.764,36.300,9.139
-31.764,36.000,8.737
-31.764,35.754,8.300
-31.764,35.566,7.834
-31.764,35.438,7.349
-31.764,35.374,6.851
-31.764,35.374,6.349
-31.764,35.438,5.851
-31.764,35.566,5.366
-31.764,35.754,4.900
-31.764,36.000,4.463
-31.764,36.300,4.061
-31.764,36.650,3.700
-31.764,37.042,3.387
-31.764,37.471,3.127
-31.764,37.930,2.924
-31.764,38.411,2.781
-31.764,38.907,2.701
-31.764,39.409,2.685
-31.764,39.908,2.733
-31.764,40.397,2.845
-31.764,40.869,3.018
-31.764,41.314,3.250
-31.764,41.725,3.538
-31.764,42.097,3.875
-31.764,42.422,4.257
-31.764,42.696,4.678
-31.764,42.914,5.130
-31.764,43.072,5.606
-31.764,43.168,6.099
-31.264,43.200,6.600
-31.264,43.168,7.101
-31.264,43.072,7.594
-31.264,42.914,8.070
-31.264,42.696,8.522
-31.264,42.422,8.943
-31.264,42.097,9.325
-31.264,41.725,9.662
-31.264,41.314,9.950
-31.264,40.869,10.182
-31.264,40.397,10.355
-31.264,39.908,10.467
-31.264,39.409,10.515
-31.264,38.907,10.499
-31.264,38.411,10.419
-31.264,37.930,10.276
-31.264,37.471,10.073
-31.264,37.042,9.813
-31.264,36.650,9.500
-31.264,36.300,9.139
-31.264,36.000,8.737
-31.264,35.754,8.300
-31.264,35.566,7.834
-31.264,35.438,7.349
-31.264,35.374,6.851
-31.264,35.374,6.349
-31.264,35.438,5.851
-31.264,35.566,5.366
-31.264,35.754,4.900
-31.264,36.000,4.463
-31.264,36.300,4.061
-31.264,36.650,3.700
-31.264,37.042,3.387
-31.264,37.471,3.127
-31.264,37.930,2.924
-31.264,38.411,2.781
-31.264,38.907,2.701
-31.264,39.409,2.685
-31.264,39.908,2.733
-31.264,40.397,2.845
-31.264,40.869,3.018
-31.264,41.314,3.250
-31.264,41.725,3.538
-31.264,42.097,3.875
-31.264,42.422,4.257
-31.264,42.696,4.678
-31.264,42.914,5.130
-31.264,43.072,5.606
-31.264,43.168,6.099
-30.764,43.200,6.600
-30.764,43.168,7.101
-30.764,43.072,7.594
-30.764,42.914,8.070
-30.764,42.696,8.522
-30.764,42.422,8.943
-30.764,42.097,9.325
-30.764,41.725,9.662
-30.764,41.314,9.950
-30.764,40.869,10.182
-30.764,40.397,10.355
-30.764,39.908,10.467
-30.764,39.409,10.515
-30.764,38.907,10.499
-30.764,38.411,10.419
-30.764,37.930,10.276
-30.764,37.471,10.073
-30.764,37.042,9.813
-30.764,36.650,9.500
-30.764,36.300,9.139
-30.764,36.000,8.737
-30.764,35.754,8.300
-30.764,35.566,7.834
-30.764,35.438,7.349
-30.764,35.374,6.851
-30.764,35.374,6.349
-30.764,35.438,5.851
-30.764,35.566,5.366
-30.764,35.754,4.900
-30.764,36.000,4.463
-30.764,36.300,4.061
-30.764,36.650,3.700
-30.764,37.042,3.387
-30.764,37.471,3.127
-30.764,37.930,2.924
-30.764,38.411,2.781
-30.764,38.907,2.701
-30.764,39.409,2.685
-30.764,39.908,2.733
-30.764,40.397,2.845
-30.764,40.869,3.018
-30.764,41.314,3.250
-30.764,41.725,3.538
-30.764,42.097,3.875
-30.764,42.422,4.257
-30.764,42.696,4.678
-30.764,42.914,5.130
-30.764,43.072,5.606
-30.764,43.168,6.099
-30.264,43.200,6.600
-30.264,43.168,7.101
-30.264,43.072,7.594
-30.264,42.914,8.070
-30.264,42.696,8.522
-30.264,42.422,8.943
-30.264,42.097,9.325
-30.264,41.725,9.662
-30.264,41.314,9.950
-30.264,40.869,10.182
-30.264,40.397,10.355
-30.264,39.908,10.467
-30.264,39.409,10.515
-30.264,38.907,10.499
-30.264,38.411,10.419
-30.264,37.930,10.276
-30.264,37.471,10.073
-30.264,37.042,9.813
-30.264,36.650,9.500
-30.264,36.300,9.139
-30.264,36.000,8.737
-30.264,35.754,8.300
-30.264,35.566,7.834
-30.264,35.438,7.349
-30.264,35.374,6.851
-30.264,35.374,6.349
-30.264,35.438,5.851
-30.264,35.566,5.366
-30.264,35.754,4.900
-30.264,36.000,4.463
-30.264,36.300,4.061
-30.264,36.650,3.700
-30.264,37.042,3.387
-30.264,37.471,3.127
-30.264,37.930,2.924
-30.264,38.411,2.781
-30.264,38.907,2.701
-30.264,39.409,2.685
-30.264,39.908,2.733
-30.264,40.397,2.845
-30.264,40.869,3.018
-30.264,41.314,3.250
-30.264,41.725,3.538
-30.264,42.097,3.875
-30.264,42.422,4.257
-30.264,42.696,4.678
-30.264,42.914,5.130
-30.264,43.072,5.606
-30.264,43.168,6.099
-29.764,43.200,6.600
-29.764,43.168,7.101
-29.764,43.072,7.594
-29.764,42.914,8.070
-29.764,42.696,8.522
-29.764,42.422,8.943
-29.764,42.097,9.325
-29.764,41.725,9.662
-29.764,41.314,9.950
-29.764,40.869,10.182
-29.764,40.397,10.355
-29.764,39.908,10.467
